                                kicad schematic
                                Transient Analysis  Sat May 30 08:17:23  2026
--------------------------------------------------------------------------------
Index   time            a12#branch_1_0  a13#branch_1_0  a14#branch_1_0  
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.000000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.064000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
10	1.192000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
11	1.448000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
12	1.960000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
13	2.984000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
14	3.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
15	3.740000e-09	-5.00000e-07	0.000000e+00	0.000000e+00	
16	3.940000e-09	-1.50000e-06	0.000000e+00	0.000000e+00	
17	4.340000e-09	-3.50000e-06	0.000000e+00	0.000000e+00	
18	4.640000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
19	4.720000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
20	4.880000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
21	5.200000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
22	5.840000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
23	7.120000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
24	9.680000e-09	-5.00000e-06	0.000000e+00	0.000000e+00	
25	1.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
26	2.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
27	3.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
28	4.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
29	5.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
30	6.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
31	7.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
32	8.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
33	9.480000e-08	-5.00000e-06	0.000000e+00	0.000000e+00	
34	1.048000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
35	1.148000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
36	1.248000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
37	1.348000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
38	1.448000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
39	1.548000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
40	1.648000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
41	1.748000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
42	1.848000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
43	1.948000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
44	2.048000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
45	2.148000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
46	2.248000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
47	2.348000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
48	2.448000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
49	2.548000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
50	2.648000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
51	2.748000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
52	2.848000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
53	2.948000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
54	3.048000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	

Index   time            a12#branch_1_0  a13#branch_1_0  a14#branch_1_0  
--------------------------------------------------------------------------------
55	3.148000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
56	3.248000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
57	3.348000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
58	3.448000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
59	3.548000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
60	3.648000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
61	3.748000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
62	3.848000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
63	3.948000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
64	4.048000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
65	4.148000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
66	4.248000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
67	4.348000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
68	4.448000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
69	4.548000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
70	4.648000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
71	4.748000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
72	4.848000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
73	4.948000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
74	5.010000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
75	5.011000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
76	5.013000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
77	5.017000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
78	5.020000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
79	5.020800e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
80	5.022400e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
81	5.025600e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
82	5.032000e-07	-5.00000e-06	0.000000e+00	0.000000e+00	
